REVEAL__big_blur_euclidean,LRP__big_blur_euclidean,Same_Classification__big_blur
0.0004052083360395,0.0052487135600784,True
0.0025346058199077,0.0043544431381323,False
0.0014230247259787,0.0026750645442868,True
0.0015905229279351,0.0025871841408719,True
0.0026532139563573,0.0068671738912153,False
0.0012472661698207,0.0083542885462373,False
0.0040328311762351,0.0067625630658961,False
0.0011616871329848,0.0030685136010717,False
0.0016747491286709,0.0042780248268093,True
9.672857044124985e-05,0.00208959263434,False
0.0014137111444955,0.0042182881363323,False
0.0029545100104175,0.004665353962321,True
0.0009548967360824,0.0045893375149008,True
0.0029755481258282,0.0036112545483303,True
0.0005739550936983,0.0036802036852306,True
0.0008834879125846,0.0033008747998355,True
0.0023784211652715,0.00386068122835,False
0.0013730923236081,0.008717504239984,False
0.0022167324694526,0.0034659664791338,True
0.0006499880029093,0.0041398248135545,True
0.000644115583719,0.0052027538572831,False
0.0011445977180911,0.0082299863620751,False
0.0015730563370237,0.0026630625928236,True
0.0006507564600215,0.0041864434025658,True
0.0010506618611009,0.0054575437094559,True
0.0021120496138864,0.0029972209889041,False
0.0025402967084527,0.0063364587658852,False
0.0036217398154009,0.0024541654657812,False
0.0015396265620039,0.0022808814235387,False
0.0010742167923496,0.002884549423924,True
0.0025530866755149,0.004375242923257,True
0.0033310142715546,0.0023645642648567,True
0.0005292668384957,0.005071589155259,True
0.0014746534292043,0.0029666485096206,True
0.0007065034982142,0.0020713149076198,True
0.0037998897549624,0.0044348003834471,True
0.0014945276703704,0.0037591842783116,False
0.0040854936593925,0.0041346249512045,False
0.0017919123446606,0.0047840201016038,False
0.0022444727047382,0.0059585428734448,False
0.0017645184378547,0.0034591377445037,False
0.000960628356241,0.0040503954194859,True
0.0030186750325439,0.0061622239946898,True
0.0026382189997843,0.0055474189488715,False
0.0011042818295124,0.0042761382304581,True
0.000539690390839,0.0039615766990206,False
0.0026182763748954,0.0033640435404759,True
0.0003832116215412,0.0023108170045571,True
0.0011930391149544,0.0035400669209745,False
0.0022797530862231,0.0051566824548748,False
0.001837143846185,0.006548825540026,False
0.0028474541158349,0.0027969649452909,True
0.0002473956003446,0.0050012902816738,True
0.0018617559478088,0.0027015059282919,True
0.0013671231220702,0.0022002910389488,True
0.0010689521073039,0.002109704832348,True
0.0015360553462375,0.0050225779303543,True
0.0018343424038055,0.0070993441711409,False
0.000956891829631,0.0042115049133957,True
0.0004952500718596,0.0037914411792173,False
0.0012617230350166,0.003059402658652,False
0.0008698657723865,0.0034893710300969,False
0.0002028955046911,0.0017632729431521,True
0.0013697948109741,0.004060131210931,False
0.0016903150669592,0.0032271448106427,True
0.0005860107925803,0.0034215206413096,True
0.0003618502584251,0.0051613888112838,True
0.0033153208405749,0.0052891007428491,False
0.0007163430859874,0.005922776836992,True
0.001732364689693,0.0028093759306491,True
0.0011437610447074,0.0032719658710749,False
0.0015615970918316,0.003474325967387,False
0.0002764028225333,0.0061629399623131,True
0.0031624017618521,0.0033617363392769,True
0.0004682759998701,0.0068616769673324,True
0.0018457720208059,0.0038375930574721,False
0.0011886543913945,0.0062242221887101,False
0.0007026225715344,0.0052537266723286,True
0.0009203581537172,0.0010921835830429,True
0.0008735429471802,0.0065863835477373,False
0.0014269947143581,0.0037867096383575,True
0.0009054004218746,0.0037633007558959,True
0.0021137662719661,0.0036398344069926,True
0.0025711435216369,0.0031394658272069,False
0.0007341458090274,0.0060907052141594,False
0.0014677879589845,0.0038419112925099,True
0.0010348498649471,0.0049400423510634,False
0.0003264403483951,0.0031194186750667,True
0.0005634652241565,0.004019120091078,False
0.0032996216037377,0.0055643095606333,True
0.0019256217769468,0.0036670096317542,False
0.0022545944326373,0.0030885399357865,True
0.0014791793434298,0.0030492117396007,True
0.0006345431829018,0.0038874232393889,False
0.0029390532968605,0.0056310524716825,True
0.00317612098078,0.0038264516831693,True
0.001436986008526,0.007107587104085,True
0.0031601931851876,0.0055871626524423,False
0.002853670843774,0.0032528048895438,True
0.001952787455537,0.0096122800114474,False
0.0012019906802023,0.0027050782515213,True
0.0021276248853226,0.0035967193471644,False
0.0012300256412689,0.0039631749330023,True
0.0009627570745223,0.0038213303677959,False
0.0005976608624937,0.0034030141976559,False
0.001539149101308,0.0021518227818066,False
0.0020137517779634,0.0041560019384406,True
0.0021619559673426,0.0038346460888675,False
0.0009275247189052,0.0025361618245367,True
0.0023396849918308,0.0028900236045713,False
0.002691648942483,0.0058414259368561,False
0.0022268075539906,0.0023530758790288,True
0.0023836471893743,0.0052987215462225,False
0.0016890992630602,0.0029367498177899,True
0.0006479830906647,0.0051003871582109,False
0.0001495926899116,0.0015636141251106,True
0.0025209336827103,0.0066309443268181,False
0.0017803937135796,0.0018147844238276,True
0.0008051055108803,0.0048149064992801,False
0.0021769189386281,0.0033002686905357,True
0.0025114784553122,0.0040892195024621,False
0.0011273197786876,0.0041104242848266,True
0.0013864536333445,0.002913903455789,True
0.0008736442306797,0.0021687127763599,True
0.0010331807365572,0.0041427751650442,True
0.000699405245495,0.004365034360235,False
0.0014672023712155,0.0075056168797823,True
0.0029905323067754,0.0067582255212017,True
0.0007694555321992,0.0025419436566281,False
0.0019147106305092,0.0037762483971182,False
0.0019331096874393,0.0045476793383717,True
0.0015343674165981,0.0034975400133972,False
0.0014986436580557,0.0040026466085313,True
0.0016078052261516,0.0092168054215806,False
0.0017420385663115,0.0032076344850399,True
0.0015931463035412,0.0052035244554585,False
0.0012059124420306,0.005452180309722,False
0.0006461167822632,0.0024021266492154,True
0.0007097634176043,0.0036841673930855,True
0.0036275936892889,0.0093618640831089,False
0.0026410557286583,0.0038342846303207,True
0.0012444162318869,0.0020132685341259,True
0.0010088771842533,0.0022826153144063,True
0.0025696098091513,0.0039508991874635,True
0.0009257468879814,0.0025858757679639,True
0.0008255324751077,0.0038833125020019,False
0.0012831689461891,0.006028766439262,False
0.0020072814130363,0.002651832603302,False
0.0006787214697774,0.0029685597724621,True
0.0006322041037651,0.0039929763077829,True
0.0043150188785789,0.0038856203459745,False
0.0024362919682404,0.0039897172517435,False
0.0008111815113214,0.005345128270902,True
0.0025165395531869,0.0052696990478953,True
0.0006104980642163,0.0031728760606305,True
0.002510976972498,0.0051557913043394,True
0.0010523135493667,0.0052174823425135,True
0.0003775354110167,0.0028052991798691,True
0.0020293517367984,0.0025516682909452,True
0.0015024676378861,0.0040238621036605,True
0.0012903059819108,0.0025021782653782,False
0.0027824150842358,0.0055158116030199,True
0.0017094484100148,0.0035175161666665,False
